seed,policy,epoch,train_loss,train_accuracy,val_accuracy
7,Rotacao 180,8,0.6964689893722534,82.34999775886536,78.39999794960022
7,Rotacao 180,9,0.6527418098449707,82.74999856948853,78.60000133514404
7,Rotacao 180,10,0.617846245765686,84.29999947547913,80.9000015258789
7,Rotacao 180,11,0.5908553194999695,84.45000052452087,80.19999861717224
7,Rotacao 180,12,0.5596955351829529,86.59999966621399,80.59999942779541
7,Rotacao 180,13,0.5323713550567627,86.34999990463257,80.69999814033508
7,Rotacao 180,14,0.5045910794734955,88.09999823570251,83.60000252723694
7,Rotacao 180,15,0.4753068528175354,88.80000114440918,82.70000219345093
23,Sem augmentation,1,1.9779965524673462,76.34999752044678,75.09999871253967
23,Sem augmentation,2,1.2030997157096863,83.1499993801117,81.49999976158142
23,Sem augmentation,3,0.7423182878494262,86.15000247955322,83.99999737739563
23,Sem augmentation,4,0.548754013299942,88.30000162124634,86.69999837875366
23,Sem augmentation,5,0.44953198194503785,90.10000228881836,87.90000081062317
23,Sem augmentation,6,0.38452551341056823,91.69999957084656,87.8000020980835
23,Sem augmentation,7,0.3407556674480438,92.59999990463257,88.49999904632568
23,Sem augmentation,8,0.3043617160320282,93.65000128746033,89.3999993801117
23,Sem augmentation,9,0.27558620047569277,94.0999984741211,89.80000019073486
23,Sem augmentation,10,0.24948589432239532,94.84999775886536,90.20000100135803
23,Sem augmentation,11,0.23021867275238037,95.20000219345093,89.60000276565552
23,Sem augmentation,12,0.21602026510238648,95.24999856948853,89.80000019073486
23,Sem augmentation,13,0.19817535054683685,96.20000123977661,90.89999794960022
23,Sem augmentation,14,0.18356222474575043,96.05000019073486,90.6000018119812
23,Sem augmentation,15,0.17170377135276793,96.60000205039978,90.6000018119812
23,Affine leve,1,2.1023787240982057,74.25000071525574,73.60000014305115
23,Affine leve,2,1.6110020322799683,79.54999804496765,77.39999890327454
23,Affine leve,3,1.3042048168182374,81.5500020980835,79.00000214576721
23,Affine leve,4,1.1385886240005494,82.70000219345093,81.99999928474426
23,Affine leve,5,1.0319691886901856,84.54999923706055,84.89999771118164
23,Affine leve,6,0.9705980453491211,85.9499990940094,86.2999975681305
23,Affine leve,7,0.9263184251785278,87.00000047683716,87.00000047683716
23,Affine leve,8,0.8838553857803345,87.65000104904175,87.09999918937683
23,Affine leve,9,0.8804516577720642,87.05000281333923,87.40000128746033
23,Affine leve,10,0.8558238344192505,89.14999961853027,88.99999856948853
23,Affine leve,11,0.8084080619812012,89.0999972820282,87.40000128746033
23,Affine leve,12,0.746492443561554,90.10000228881836,89.89999890327454
23,Affine leve,13,0.7621657285690308,89.70000147819519,88.99999856948853
23,Affine leve,14,0.7548786163330078,90.70000052452087,89.80000019073486
23,Affine leve,15,0.7249988241195678,91.14999771118164,90.2999997138977
23,Cutout,1,2.0032707052230836,76.09999775886536,74.6999979019165
23,Cutout,2,1.2694994888305664,83.09999704360962,80.80000281333923
23,Cutout,3,0.8134735355377197,85.85000038146973,82.70000219345093
23,Cutout,4,0.6237549176216125,87.55000233650208,85.9000027179718
23,Cutout,5,0.5200642218589783,89.45000171661377,87.5
23,Cutout,6,0.4701973338127136,90.75000286102295,87.90000081062317
23,Cutout,7,0.42439294266700744,92.00000166893005,88.09999823570251
23,Cutout,8,0.39066496229171754,92.44999885559082,88.59999775886536
23,Cutout,9,0.3654721384048462,93.4499979019165,89.49999809265137
23,Cutout,10,0.3472424368858337,93.84999871253967,89.99999761581421
23,Cutout,11,0.3214617645740509,94.55000162124634,90.20000100135803
23,Cutout,12,0.3117230699062347,94.55000162124634,89.49999809265137
23,Cutout,13,0.28991486859321597,94.65000033378601,90.39999842643738
23,Cutout,14,0.2905557713508606,95.45000195503235,90.2999997138977
23,Cutout,15,0.2676530463695526,96.24999761581421,90.2999997138977
23,Mixup,1,2.075766143798828,74.6500015258789,73.00000190734863
23,Mixup,2,1.5449964847564697,82.24999904632568,79.50000166893005
23,Mixup,3,1.183928684234619,84.24999713897705,81.49999976158142
23,Mixup,4,0.997367280960083,86.79999709129333,84.7000002861023
23,Mixup,5,0.9877977690696716,88.55000138282776,85.29999852180481
23,Mixup,6,1.0453447046279907,89.89999890327454,86.79999709129333
23,Mixup,7,0.8628313617706299,90.14999866485596,87.59999871253967
23,Mixup,8,0.9510183162689209,91.60000085830688,87.99999952316284
23,Mixup,9,0.7069891552925109,92.25000143051147,88.89999985694885
23,Mixup,10,0.754728985786438,93.00000071525574,89.80000019073486
23,Mixup,11,0.9304270324707031,93.65000128746033,89.80000019073486
23,Mixup,12,0.7498222761154175,93.69999766349792,89.3999993801117
23,Mixup,13,0.7188388674259186,94.19999718666077,89.49999809265137
23,Mixup,14,0.9145846877098084,94.30000185966492,89.99999761581421
23,Mixup,15,0.6293522758483887,94.74999904632568,90.20000100135803
23,Rotacao 180,1,2.095071608543396,56.09999895095825,53.700000047683716
23,Rotacao 180,2,1.5774912080764771,64.70000147819519,62.00000047683716
23,Rotacao 180,3,1.2049944076538086,68.34999918937683,66.69999957084656
23,Rotacao 180,4,1.0092341852188111,74.19999837875366,70.70000171661377
23,Rotacao 180,5,0.8930438089370728,75.90000033378601,73.60000014305115
23,Rotacao 180,6,0.8117509231567382,78.75000238418579,75.40000081062317
23,Rotacao 180,7,0.7575122575759887,78.60000133514404,75.09999871253967
23,Rotacao 180,8,0.7106247663497924,80.0499975681305,76.2000024318695
23,Rotacao 180,9,0.6710629115104675,81.44999742507935,77.60000228881836
23,Rotacao 180,10,0.6314822497367859,83.24999809265137,78.70000004768372
23,Rotacao 180,11,0.5996838488578796,84.85000133514404,80.09999990463257
23,Rotacao 180,12,0.5732098870277405,85.39999723434448,79.90000247955322
23,Rotacao 180,13,0.5421022901535034,85.29999852180481,81.00000023841858
23,Rotacao 180,14,0.5261064310073853,85.85000038146973,82.30000138282776
23,Rotacao 180,15,0.5011175985336304,86.65000200271606,80.80000281333923
42,Sem augmentation,1,1.9258886890411377,75.65000057220459,73.7999975681305
42,Sem augmentation,2,1.1322548971176147,83.05000066757202,82.40000009536743
42,Sem augmentation,3,0.6985298767089844,86.75000071525574,84.89999771118164
42,Sem augmentation,4,0.5192693767547607,89.24999833106995,86.00000143051147
42,Sem augmentation,5,0.43662587690353394,90.85000157356262,87.99999952316284
42,Sem augmentation,6,0.3709298522472382,92.10000038146973,89.0999972820282
42,Sem augmentation,7,0.33140791523456575,93.15000176429749,89.0999972820282
42,Sem augmentation,8,0.2988479025363922,93.4000015258789,90.20000100135803
42,Sem augmentation,9,0.2708265372514725,94.0999984741211,90.10000228881836
42,Sem augmentation,10,0.2505043593645096,94.80000138282776,89.70000147819519
42,Sem augmentation,11,0.2321023509502411,94.9500024318695,91.00000262260437
42,Sem augmentation,12,0.21507946968078615,95.3499972820282,90.2999997138977
42,Sem augmentation,13,0.1976274745464325,96.05000019073486,90.70000052452087
42,Sem augmentation,14,0.1865764056444168,96.20000123977661,90.2999997138977
42,Sem augmentation,15,0.1714281052350998,96.45000100135803,90.6000018119812
42,Affine leve,1,2.0725594720840452,72.69999980926514,70.89999914169312
42,Affine leve,2,1.5642782649993896,78.85000109672546,76.5999972820282
42,Affine leve,3,1.2281322860717774,82.30000138282776,81.30000233650208
42,Affine leve,4,1.1092469425201417,83.85000228881836,82.70000219345093
42,Affine leve,5,1.00845210647583,85.65000295639038,85.00000238418579
42,Affine leve,6,0.9379512224197387,86.40000224113464,85.6000006198883
42,Affine leve,7,0.9442042713165283,87.40000128746033,87.69999742507935
42,Affine leve,8,0.877034031867981,86.2999975681305,86.10000014305115
42,Affine leve,9,0.8357438859939575,88.30000162124634,87.09999918937683
42,Affine leve,10,0.8170851888656616,87.8000020980835,86.90000176429749
42,Affine leve,11,0.794710512638092,89.55000042915344,88.99999856948853
42,Affine leve,12,0.7698702397346496,88.7000024318695,88.09999823570251
42,Affine leve,13,0.7464513154029846,90.04999995231628,88.80000114440918
42,Affine leve,14,0.7231501812934875,89.89999890327454,88.80000114440918
42,Affine leve,15,0.6979840931892395,91.39999747276306,89.89999890327454
42,Cutout,1,1.9538736276626587,74.90000128746033,73.69999885559082
42,Cutout,2,1.1994416160583496,82.89999961853027,81.40000104904175
42,Cutout,3,0.7765387177467347,85.9000027179718,84.89999771118164
42,Cutout,4,0.6014842245578765,88.09999823570251,85.39999723434448
42,Cutout,5,0.5198824903964996,90.10000228881836,87.8000020980835
42,Cutout,6,0.46001417994499205,91.44999980926514,88.80000114440918
42,Cutout,7,0.42646955251693724,92.00000166893005,89.0999972820282
42,Cutout,8,0.39555609464645386,92.25000143051147,89.20000195503235
42,Cutout,9,0.35985375118255614,93.19999814033508,89.20000195503235
42,Cutout,10,0.33662178349494937,93.75,89.20000195503235
42,Cutout,11,0.32102894330024717,94.0999984741211,90.49999713897705
42,Cutout,12,0.3276142845153809,94.45000290870667,90.2999997138977
42,Cutout,13,0.29784781074523925,94.84999775886536,90.20000100135803
42,Cutout,14,0.28499986600875854,95.49999833106995,90.6000018119812
42,Cutout,15,0.25800026273727417,95.59999704360962,89.99999761581421
42,Mixup,1,2.0093309888839723,74.90000128746033,71.60000205039978
42,Mixup,2,1.4376309432983398,81.40000104904175,80.40000200271606
42,Mixup,3,1.0443997020721436,84.60000157356262,83.89999866485596
42,Mixup,4,0.9286556301116944,87.30000257492065,85.9000027179718
42,Mixup,5,0.8771844017505646,89.55000042915344,87.5
42,Mixup,6,0.7862027277946472,90.6000018119812,88.09999823570251
42,Mixup,7,0.8021591234207154,91.75000190734863,88.89999985694885
42,Mixup,8,0.7894373173713685,91.44999980926514,87.40000128746033
42,Mixup,9,0.8383588237762452,92.79999732971191,89.70000147819519
42,Mixup,10,0.8031727738380432,93.00000071525574,88.7000024318695
42,Mixup,11,0.7972826595306397,93.34999918937683,90.2999997138977
42,Mixup,12,0.7194228196144103,93.55000257492065,89.80000019073486
42,Mixup,13,0.7442731418609619,94.19999718666077,90.2999997138977
42,Mixup,14,0.8470377140045166,94.30000185966492,90.39999842643738
42,Mixup,15,0.7025967221260071,94.19999718666077,89.60000276565552
42,Rotacao 180,1,2.0609757556915285,61.15000247955322,60.39999723434448
42,Rotacao 180,2,1.5306474628448485,64.89999890327454,63.40000033378601
42,Rotacao 180,3,1.1788430585861207,68.90000104904175,66.39999747276306
42,Rotacao 180,4,0.9879512720108032,72.85000085830688,69.70000267028809
42,Rotacao 180,5,0.8914668917655945,75.3499984741211,72.60000109672546
42,Rotacao 180,6,0.8042627143859863,79.40000295639038,75.90000033378601
42,Rotacao 180,7,0.7480023450851441,79.6999990940094,75.19999742507935
42,Rotacao 180,8,0.6959148411750793,80.75000047683716,76.8999993801117
42,Rotacao 180,9,0.6601937851905822,84.0499997138977,78.79999876022339
42,Rotacao 180,10,0.6214473772048951,84.3999981880188,80.29999732971191
42,Rotacao 180,11,0.5849134492874145,85.10000109672546,81.09999895095825
42,Rotacao 180,12,0.5623836050033569,85.6000006198883,80.0000011920929
42,Rotacao 180,13,0.5340935971736908,86.15000247955322,82.20000267028809
42,Rotacao 180,14,0.5045432004928588,87.05000281333923,82.8000009059906
42,Rotacao 180,15,0.47708829832077027,87.55000233650208,82.30000138282776
