seed,policy,epoch,train_loss,validation_accuracy
23,Geometria,1,1.9892119475046794,37.20000088214874
23,Geometria,2,1.6905498403761121,45.28000056743622
23,Geometria,3,1.5891006451288858,46.03999853134155
23,Geometria,4,1.5428190064748128,46.20000123977661
23,Geometria,5,1.4921080954445733,49.25999939441681
23,Geometria,6,1.4572319703420002,50.80000162124634
23,Geometria,7,1.4382865357081096,50.919997692108154
23,Geometria,8,1.4078798252317641,51.52000188827515
23,Geometria,9,1.3882634289211697,53.519999980926514
23,Geometria,10,1.3595552734586929,53.92000079154968
23,Geometria,11,1.3405206469853719,53.71999740600586
23,Geometria,12,1.3198839117262098,54.14000153541565
23,Geometria,13,1.295214327875773,55.82000017166138
23,Geometria,14,1.2781922985288832,55.51999807357788
23,Geometria,15,1.2602140629662408,57.40000009536743
23,Geometria,16,1.2439950241936577,57.23999738693237
23,Geometria,17,1.2277810842937893,59.539997577667236
23,Geometria,18,1.2084077559789022,59.24000144004822
23,Geometria,19,1.1972901863733927,59.28000211715698
23,Geometria,20,1.186752492290073,58.93999934196472
23,Geometria + cor,1,2.006744304000007,36.3400012254715
23,Geometria + cor,2,1.7217356939527724,45.01999914646149
23,Geometria + cor,3,1.5997282843695746,46.00000083446503
23,Geometria + cor,4,1.5530952924092611,47.31999933719635
23,Geometria + cor,5,1.504012401707967,50.05999803543091
23,Geometria + cor,6,1.473689761543274,50.41999816894531
23,Geometria + cor,7,1.4531454192055597,51.08000040054321
23,Geometria + cor,8,1.4281876878526476,51.819998025894165
23,Geometria + cor,9,1.4092775544908311,53.039997816085815
23,Geometria + cor,10,1.3805212759653727,54.11999821662903
23,Geometria + cor,11,1.3664459851794772,53.97999882698059
23,Geometria + cor,12,1.3448503083758885,54.72000241279602
23,Geometria + cor,13,1.3189869895087347,56.279999017715454
23,Geometria + cor,14,1.3032709891425238,55.83999752998352
23,Geometria + cor,15,1.289100286377801,56.73999786376953
23,Geometria + cor,16,1.2680758719550238,58.09999704360962
23,Geometria + cor,17,1.2549773567623563,59.16000008583069
23,Geometria + cor,18,1.241155992741055,59.359997510910034
23,Geometria + cor,19,1.227936598947313,59.380000829696655
23,Geometria + cor,20,1.213692409854465,59.700000286102295
23,Geometria + Cutout,1,2.0125405287424725,37.40000128746033
23,Geometria + Cutout,2,1.7208526231341892,44.8199987411499
23,Geometria + Cutout,3,1.6152620406256781,47.08000123500824
23,Geometria + Cutout,4,1.5671177292082046,47.08000123500824
23,Geometria + Cutout,5,1.5164445528030395,49.52000081539154
23,Geometria + Cutout,6,1.4874712714936997,51.12000107765198
23,Geometria + Cutout,7,1.4609186064402262,51.08000040054321
23,Geometria + Cutout,8,1.4324841527938843,51.499998569488525
23,Geometria + Cutout,9,1.4163163445578681,53.83999943733215
23,Geometria + Cutout,10,1.3926193507088556,53.83999943733215
23,Geometria + Cutout,11,1.371952483007643,54.40000295639038
23,Geometria + Cutout,12,1.354846721288893,54.5199990272522
23,Geometria + Cutout,13,1.3305331767400106,56.63999915122986
23,Geometria + Cutout,14,1.305612598101298,56.76000118255615
23,Geometria + Cutout,15,1.2919086794747248,57.760000228881836
23,Geometria + Cutout,16,1.2812354601330227,57.819998264312744
23,Geometria + Cutout,17,1.2650343805948894,59.16000008583069
23,Geometria + Cutout,18,1.2437556953854032,59.299999475479126
23,Geometria + Cutout,19,1.236404532263014,58.85999798774719
23,Geometria + Cutout,20,1.222881572257148,59.74000096321106
23,Geometria + Mixup,1,2.1090016047583684,34.940001368522644
23,Geometria + Mixup,2,1.9221147242652046,41.63999855518341
23,Geometria + Mixup,3,1.853105256652832,45.86000144481659
23,Geometria + Mixup,4,1.8066130498250326,44.6399986743927
23,Geometria + Mixup,5,1.7580676897260878,49.12000000476837
23,Geometria + Mixup,6,1.7412855846616957,48.78000020980835
23,Geometria + Mixup,7,1.7140542794121636,49.50000047683716
23,Geometria + Mixup,8,1.7062745483398438,50.31999945640564
23,Geometria + Mixup,9,1.6695952390034994,50.90000033378601
23,Geometria + Mixup,10,1.6811677748998006,53.200000524520874
23,Geometria + Mixup,11,1.6516757839414808,52.66000032424927
23,Geometria + Mixup,12,1.6416122782813178,53.64000201225281
23,Geometria + Mixup,13,1.615455829832289,53.24000120162964
23,Geometria + Mixup,14,1.6061842000749376,55.83999752998352
23,Geometria + Mixup,15,1.610657112121582,56.05999827384949
23,Geometria + Mixup,16,1.600598562749227,56.09999895095825
23,Geometria + Mixup,17,1.5745844402313232,57.999998331069946
23,Geometria + Mixup,18,1.531525797229343,56.91999793052673
23,Geometria + Mixup,19,1.5892197665320502,55.479997396469116
23,Geometria + Mixup,20,1.5613436436123318,56.9599986076355
23,Geometria + CutMix,1,2.1791022211710613,35.760000348091125
23,Geometria + CutMix,2,2.0418319507175022,41.040000319480896
23,Geometria + CutMix,3,1.998965397474501,44.15999948978424
23,Geometria + CutMix,4,1.9519291821373834,45.03999948501587
23,Geometria + CutMix,5,1.9474969292534723,45.820000767707825
23,Geometria + CutMix,6,1.924231387201945,46.50000035762787
23,Geometria + CutMix,7,1.9368478047264948,46.90000116825104
23,Geometria + CutMix,8,1.896137436082628,48.100000619888306
23,Geometria + CutMix,9,1.9286347164154052,49.52000081539154
23,Geometria + CutMix,10,1.9145815802256265,49.34000074863434
23,Geometria + CutMix,11,1.8937618957095677,50.199997425079346
23,Geometria + CutMix,12,1.8831034344355266,50.90000033378601
23,Geometria + CutMix,13,1.856678863313463,51.74000263214111
23,Geometria + CutMix,14,1.8611844568888347,52.28000283241272
23,Geometria + CutMix,15,1.8438298158433701,54.019999504089355
23,Geometria + CutMix,16,1.8366846805148656,53.24000120162964
23,Geometria + CutMix,17,1.863329311158922,54.32000160217285
23,Geometria + CutMix,18,1.837701261414422,53.57999801635742
23,Geometria + CutMix,19,1.8254752743615044,54.82000112533569
23,Geometria + CutMix,20,1.838137465900845,55.44000267982483
42,Sem augmentation,1,1.9159612178166707,40.139999985694885
42,Sem augmentation,2,1.5984510275946724,45.46000063419342
42,Sem augmentation,3,1.4688419956631131,48.159998655319214
42,Sem augmentation,4,1.4024199802822537,49.300000071525574
42,Sem augmentation,5,1.3494580950631037,51.45999789237976
42,Sem augmentation,6,1.3101843854268391,52.799999713897705
42,Sem augmentation,7,1.2714258510801528,53.29999923706055
42,Sem augmentation,8,1.2422554804272121,53.65999937057495
42,Sem augmentation,9,1.215266743236118,54.46000099182129
42,Sem augmentation,10,1.1867251737382676,56.26000165939331
42,Sem augmentation,11,1.154311591741774,56.41999840736389
42,Sem augmentation,12,1.1309399985207451,57.34000205993652
42,Sem augmentation,13,1.1109889768176608,56.87999725341797
42,Sem augmentation,14,1.0794326971901789,58.420002460479736
42,Sem augmentation,15,1.0610291367001004,57.8000009059906
42,Sem augmentation,16,1.0413952518251206,59.299999475479126
42,Sem augmentation,17,1.0202109147071838,59.939998388290405
42,Sem augmentation,18,0.9962338080088298,59.83999967575073
42,Sem augmentation,19,0.976404706425137,59.97999906539917
42,Sem augmentation,20,0.9499172560479906,60.920000076293945
42,Geometria,1,1.9666538792504205,39.079999923706055
42,Geometria,2,1.678349102274577,43.959999084472656
42,Geometria,3,1.5592084568871392,47.119998931884766
42,Geometria,4,1.5124090915256077,48.739999532699585
42,Geometria,5,1.4666017149819268,50.620001554489136
42,Geometria,6,1.4351721225950453,52.4399995803833
42,Geometria,7,1.4029827705595228,52.70000100135803
42,Geometria,8,1.3809985871632895,53.88000011444092
42,Geometria,9,1.346349444156223,54.360002279281616
42,Geometria,10,1.3212751038869222,55.239999294281006
42,Geometria,11,1.2954667588127984,55.77999949455261
42,Geometria,12,1.2692671032163831,57.1399986743927
42,Geometria,13,1.2559472074084812,58.09999704360962
42,Geometria,14,1.2269371405071683,58.740001916885376
42,Geometria,15,1.2167046116934883,59.07999873161316
42,Geometria,16,1.1931393788867526,60.579997301101685
42,Geometria,17,1.1777534001668295,60.659998655319214
42,Geometria,18,1.1611195685492621,61.37999892234802
42,Geometria,19,1.1509424661212497,60.600000619888306
42,Geometria,20,1.137863377020094,62.379997968673706
42,Geometria + cor,1,1.997344839392768,37.220001220703125
42,Geometria + cor,2,1.742570834774441,43.74000132083893
42,Geometria + cor,3,1.6150163952297634,47.440001368522644
42,Geometria + cor,4,1.5505372856987847,49.2000013589859
42,Geometria + cor,5,1.4950235607571072,50.620001554489136
42,Geometria + cor,6,1.4608597155041165,51.419997215270996
42,Geometria + cor,7,1.4244067728678385,52.219998836517334
42,Geometria + cor,8,1.4013180147594875,53.88000011444092
42,Geometria + cor,9,1.3726627829233806,54.37999963760376
42,Geometria + cor,10,1.341684217453003,55.900001525878906
42,Geometria + cor,11,1.3194385791778565,56.12000226974487
42,Geometria + cor,12,1.2906294188605414,58.85999798774719
42,Geometria + cor,13,1.2783369315041435,58.99999737739563
42,Geometria + cor,14,1.2464930985556708,59.60000157356262
42,Geometria + cor,15,1.230893947452969,59.359997510910034
42,Geometria + cor,16,1.217286715274387,60.100001096725464
42,Geometria + cor,17,1.197432273779975,61.6599977016449
42,Geometria + cor,18,1.1862256268819173,62.55999803543091
42,Geometria + cor,19,1.1641404314888848,61.159998178482056
42,Geometria + cor,20,1.1594464252471923,62.40000128746033
42,Geometria + Cutout,1,1.9743412170622083,38.4799987077713
42,Geometria + Cutout,2,1.74354721054501,42.16000139713287
42,Geometria + Cutout,3,1.6294245714611477,46.07999920845032
42,Geometria + Cutout,4,1.567480289861891,47.72000014781952
42,Geometria + Cutout,5,1.515729251522488,49.18000102043152
42,Geometria + Cutout,6,1.4738312535391913,50.76000094413757
42,Geometria + Cutout,7,1.4399484702216254,52.6199996471405
42,Geometria + Cutout,8,1.4137953808254666,53.119999170303345
42,Geometria + Cutout,9,1.38083415728675,53.29999923706055
42,Geometria + Cutout,10,1.3592412849002413,54.14000153541565
42,Geometria + Cutout,11,1.33467267320421,55.44000267982483
42,Geometria + Cutout,12,1.3091093637042575,56.859999895095825
42,Geometria + Cutout,13,1.2973295588175455,57.179999351501465
42,Geometria + Cutout,14,1.2686561589982774,57.8000009059906
42,Geometria + Cutout,15,1.265291920598348,58.079999685287476
42,Geometria + Cutout,16,1.2451346380233765,58.799999952316284
42,Geometria + Cutout,17,1.2296312578625148,59.43999886512756
42,Geometria + Cutout,18,1.2207099430720012,60.280001163482666
42,Geometria + Cutout,19,1.201674651061164,60.0600004196167
42,Geometria + Cutout,20,1.1935330027474298,61.41999959945679
42,Geometria + Mixup,1,2.0887887480841743,35.019999742507935
42,Geometria + Mixup,2,1.929274796040853,41.999998688697815
42,Geometria + Mixup,3,1.8649178214391073,43.39999854564667
42,Geometria + Mixup,4,1.821198743693034,46.00000083446503
42,Geometria + Mixup,5,1.7966493175718519,47.02000021934509
42,Geometria + Mixup,6,1.782091145430671,47.999998927116394
42,Geometria + Mixup,7,1.7301540327496,49.480000138282776
42,Geometria + Mixup,8,1.7033539771821764,51.21999979019165
42,Geometria + Mixup,9,1.6661107278399998,51.67999863624573
42,Geometria + Mixup,10,1.6834132607142132,52.28000283241272
42,Geometria + Mixup,11,1.6346915592829387,53.039997816085815
42,Geometria + Mixup,12,1.6460944098790486,54.659998416900635
42,Geometria + Mixup,13,1.6774154372533163,54.93999719619751
42,Geometria + Mixup,14,1.6110417324490018,54.019999504089355
42,Geometria + Mixup,15,1.6460849475012884,55.01999855041504
42,Geometria + Mixup,16,1.5950576126946343,56.13999962806702
42,Geometria + Mixup,17,1.5935150300131904,56.66000247001648
42,Geometria + Mixup,18,1.5886340634875826,57.67999887466431
42,Geometria + Mixup,19,1.5839857247670492,57.77999758720398
42,Geometria + Mixup,20,1.55631558948093,57.66000151634216
42,Geometria + CutMix,1,2.148100855255127,34.52000021934509
42,Geometria + CutMix,2,2.0406409347958037,40.09999930858612
42,Geometria + CutMix,3,2.000924701288011,44.0200001001358
42,Geometria + CutMix,4,1.97675959531996,44.839999079704285
42,Geometria + CutMix,5,1.9308350775824652,44.96000111103058
42,Geometria + CutMix,6,1.933722777832879,47.119998931884766
42,Geometria + CutMix,7,1.9143468115488689,46.619999408721924
42,Geometria + CutMix,8,1.9076486509111192,49.3800014257431
42,Geometria + CutMix,9,1.8990036004384359,49.41999912261963
42,Geometria + CutMix,10,1.8789895142873128,50.859999656677246
42,Geometria + CutMix,11,1.858597718747457,51.03999972343445
42,Geometria + CutMix,12,1.8596891322453817,53.119999170303345
42,Geometria + CutMix,13,1.849794491810269,53.200000524520874
42,Geometria + CutMix,14,1.8307707134034898,51.74000263214111
42,Geometria + CutMix,15,1.8445447210523818,54.100000858306885
42,Geometria + CutMix,16,1.825700541220771,54.06000018119812
42,Geometria + CutMix,17,1.8174527450561524,55.640000104904175
42,Geometria + CutMix,18,1.8176088761647542,55.80000281333923
42,Geometria + CutMix,19,1.8228326671600341,55.86000084877014
42,Geometria + CutMix,20,1.80067404522366,57.200002670288086
